OP,A1,A2,A3,A4,A5 
-,43,0,0,0,0
-,1736,0,0,0,0
+,7662,3230,9526,9843,1610
+,4545,4286,977,9318,4893
+,9214,5682,7153,9081,5391
-,3995,0,0,0,0
-,5748,0,0,0,0
-,1994,0,0,0,0
+,1017,9805,5484,6646,6894
+,9108,8085,3573,8389,493
-,5535,0,0,0,0
-,5335,0,0,0,0
+,4140,9420,4216,2327,4092
-,2108,0,0,0,0
+,7777,1683,3365,6085,4177
+,803,2497,5422,9966,6257
+,6365,7673,3077,311,5247
+,6390,4829,4318,1640,8912
-,3357,0,0,0,0
-,4397,0,0,0,0
+,7633,3963,5740,7214,1052
+,2318,1416,9939,9834,9302
+,257,5521,1815,3938,1185
+,2034,6774,8329,1704,1317
-,2914,0,0,0,0
-,213,0,0,0,0
-,7059,0,0,0,0
-,4305,0,0,0,0
+,2558,2997,3875,5733,4135
+,275,7874,5295,393,88
-,7941,0,0,0,0
+,1739,7449,5167,805,7370
-,6703,0,0,0,0
-,5327,0,0,0,0
+,9799,9512,6541,1695,1767
+,4633,4321,6204,1686,6948
+,8862,7564,7379,519,1749
-,2782,0,0,0,0
-,5600,0,0,0,0
-,84,0,0,0,0
-,1063,0,0,0,0
-,6057,0,0,0,0
-,6707,0,0,0,0
+,4235,1603,2839,3430,7311
+,7106,1990,7103,2359,6176
-,5042,0,0,0,0
-,3809,0,0,0,0
+,6293,4879,8457,9521,6364
+,4592,2375,4118,975,4453
-,3168,0,0,0,0
-,821,0,0,0,0
-,5768,0,0,0,0
+,7858,9091,3977,6082,7855
+,5935,4803,6810,1434,5017
+,3869,5534,1603,2519,2781
+,9298,4116,6238,5553,7891
-,4511,0,0,0,0
-,1658,0,0,0,0
-,2843,0,0,0,0
+,9533,8094,4364,6368,5982
+,5715,8286,2941,5679,1894
-,3408,0,0,0,0
+,9925,2141,61,6061,7722
-,650,0,0,0,0
-,3517,0,0,0,0
+,9177,7402,6011,232,1664
+,7602,6781,931,398,3117
-,3527,0,0,0,0
-,2235,0,0,0,0
-,1187,0,0,0,0
+,2051,17,1820,3139,4555
-,3586,0,0,0,0
-,6850,0,0,0,0
-,5069,0,0,0,0
-,6527,0,0,0,0
+,2535,4409,4859,5330,8063
+,9652,1754,7089,472,9977
-,5805,0,0,0,0
+,9538,6561,8331,3568,9983
+,1022,5067,177,2621,5682
-,1135,0,0,0,0
-,6957,0,0,0,0
+,3775,9050,5234,9387,2796
+,6049,92,5042,8203,9511
-,5222,0,0,0,0
-,5968,0,0,0,0
-,26,0,0,0,0
-,6273,0,0,0,0
+,9913,9812,6835,5558,3435
+,3678,4771,7146,8406,3234
-,4327,0,0,0,0
-,1466,0,0,0,0
+,7832,9211,7860,4054,785
+,7934,8448,3724,5357,4477
+,1086,2130,3354,246,2470
+,1469,9525,1773,4280,3195
+,4669,4197,8946,498,6800
+,1629,5730,9793,7870,6641
-,421,0,0,0,0
+,4356,1652,3413,9869,8455
+,7544,8191,1716,3060,186
-,998,0,0,0,0
+,7305,7174,8064,9006,526
+,1616,1707,2013,8022,5696
+,1780,4593,5374,9026,8359
+,6210,5396,7563,6912,4755
+,4618,5623,3120,4280,6124
-,3738,0,0,0,0
+,6221,629,4382,4172,1528
-,7310,0,0,0,0
-,6617,0,0,0,0
+,2269,4935,9577,9792,1495
+,4690,4626,7386,8999,8112
+,2425,1910,7388,6511,9642
+,7053,7363,9779,2463,8328
+,6924,2063,6868,7119,9514
+,6980,8843,907,9756,7689
+,6938,4754,4956,5879,5326
-,1371,0,0,0,0
+,1516,7497,8150,7505,1216
-,6962,0,0,0,0
-,7710,0,0,0,0
-,5153,0,0,0,0
+,5204,5608,962,1423,6874
-,5931,0,0,0,0
+,9695,2782,6700,4336,8166
+,1847,9339,8176,6639,4888
+,1424,8341,3656,8441,7228
-,1446,0,0,0,0
+,6956,3959,4591,5143,6549
+,8678,4019,5285,2059,1744
+,1974,676,811,2820,443
-,5669,0,0,0,0
-,2011,0,0,0,0
-,7323,0,0,0,0
+,9616,2477,8470,2209,3991
+,4817,1446,2534,9111,2918
+,6359,2113,8214,7174,3774
+,4655,431,392,6795,2066
-,2490,0,0,0,0
+,6515,211,4139,4413,5306
+,6834,9255,8000,2577,1062
+,9927,5475,9118,1793,8522
+,8312,5867,7589,7157,180
+,1999,7117,6672,3257,2635
-,5196,0,0,0,0
-,4913,0,0,0,0
+,4934,6930,8121,1590,7399
-,5744,0,0,0,0
-,1086,0,0,0,0
+,4306,1529,1506,4531,9827
-,1736,0,0,0,0
+,6723,6543,3287,7850,9023
-,953,0,0,0,0
-,2164,0,0,0,0
+,1850,9685,1112,854,721
+,4647,9685,7127,9398,7401
-,1048,0,0,0,0
+,8249,7943,9101,4527,1101
+,9245,1148,9741,6678,7303
+,6134,3655,7538,6038,928
+,6801,1509,259,8992,7540
+,5252,1049,6783,1741,9436
-,2800,0,0,0,0
-,6625,0,0,0,0
-,866,0,0,0,0
-,7212,0,0,0,0
+,3694,8826,1518,2060,1598
+,3547,4892,326,7149,4140
+,6150,2404,5806,4460,4139
-,7309,0,0,0,0
-,4127,0,0,0,0
-,848,0,0,0,0
+,4880,6478,4031,1556,7508
-,6646,0,0,0,0
-,153,0,0,0,0
-,3924,0,0,0,0
-,2742,0,0,0,0
-,2784,0,0,0,0
-,4386,0,0,0,0
+,2964,7136,9562,624,5933
-,2624,0,0,0,0
+,7451,3473,9934,4589,5228
+,2925,4115,2941,2304,8073
-,4907,0,0,0,0
+,3742,6681,2916,2731,4802
-,4990,0,0,0,0
-,4845,0,0,0,0
+,530,8147,2475,2205,2767
-,651,0,0,0,0
-,1867,0,0,0,0
-,3946,0,0,0,0
-,406,0,0,0,0
-,7044,0,0,0,0
-,2132,0,0,0,0
+,9175,2763,4523,7345,7959
-,7304,0,0,0,0
-,5376,0,0,0,0
-,5310,0,0,0,0
+,4106,253,9272,1512,8081
+,5838,2119,7074,7720,5292
+,3600,2241,2809,8038,6043
+,97,2604,4329,1061,135
+,5871,9832,9661,6306,4852
-,7063,0,0,0,0
+,2625,5007,6459,5607,391
-,3577,0,0,0,0
-,7740,0,0,0,0
-,626,0,0,0,0
-,5416,0,0,0,0
-,4416,0,0,0,0
+,8467,7612,9424,5135,9922
-,3184,0,0,0,0
+,9278,7555,5595,8373,9881
+,3324,4610,7865,4082,8299
+,4903,5657,5898,3101,6964
-,3568,0,0,0,0
-,4202,0,0,0,0
+,9096,6006,1396,335,8066
+,1837,8377,547,4844,4251
+,3568,3864,6506,2489,8392
+,3916,2630,2422,1465,8922
-,5274,0,0,0,0
+,7358,989,5757,4579,4482
-,297,0,0,0,0
+,6236,4607,1249,7699,8185
-,4294,0,0,0,0
-,5000,0,0,0,0
+,6435,8067,5835,3326,5748
-,1337,0,0,0,0
-,7564,0,0,0,0
-,3580,0,0,0,0
+,9674,3783,9916,7264,3743
-,3524,0,0,0,0
-,7545,0,0,0,0
-,1001,0,0,0,0
-,27,0,0,0,0
+,2223,9203,6292,8235,8748
-,1840,0,0,0,0
+,6493,7528,8220,5907,3672
+,4071,4787,4813,5044,7573
+,1526,9056,3037,6299,6565
+,2267,2008,7658,9223,5949
+,1943,8062,9017,3390,2472
-,609,0,0,0,0
-,3202,0,0,0,0
+,48,7363,7313,7860,8515
+,9481,9299,1044,8070,2436
+,1530,3926,3214,7908,706
+,7263,3511,9927,8156,5085
-,3762,0,0,0,0
-,3547,0,0,0,0
+,9704,343,464,8458,2284
+,3913,9025,2272,6078,4522
-,2960,0,0,0,0
+,3778,6764,1623,3637,9416
-,1235,0,0,0,0
-,1575,0,0,0,0
-,3870,0,0,0,0
+,9060,7183,5984,6820,8867
+,1675,9483,1931,5866,2079
+,1428,3701,316,9486,4629
+,9825,4649,3633,1754,4218
+,4388,5130,4337,193,4910
+,3035,2742,1162,7726,9042
+,1913,6687,8331,8050,927
+,7749,2326,3986,3423,8627
+,8506,7763,335,7097,5396
+,6830,5443,3033,6852,6959
+,4679,8654,3706,2873,6212
-,136,0,0,0,0
-,7917,0,0,0,0
-,4636,0,0,0,0
+,64,4509,5465,903,6714
+,5773,4234,2994,2006,4636
-,249,0,0,0,0
+,8439,1465,7049,8285,6162
+,3597,9366,1624,9117,744
+,1897,2789,7411,1802,6689
-,6805,0,0,0,0
-,3887,0,0,0,0
+,6622,9411,7666,9530,8281
+,336,6002,7388,8044,5551
+,4569,5664,4541,3964,4552
-,1957,0,0,0,0
-,481,0,0,0,0
+,4476,1111,423,6049,4944
-,4484,0,0,0,0
+,6161,9792,1460,2053,6663
-,6776,0,0,0,0
-,5792,0,0,0,0
+,6621,8858,5605,8331,2
+,2950,8339,4975,193,8094
+,6977,4061,1875,4494,7012
-,5328,0,0,0,0
+,177,8442,3828,9762,8103
+,6447,8845,3320,9571,4015
-,3539,0,0,0,0
+,2643,453,2597,543,973
-,7459,0,0,0,0
+,6408,4167,2538,8680,5657
+,2782,6643,4672,679,5685
-,2853,0,0,0,0
+,2111,9182,8239,385,8493
-,3133,0,0,0,0
-,4297,0,0,0,0
-,6460,0,0,0,0
+,2433,6660,302,3792,4103
-,7359,0,0,0,0
-,6968,0,0,0,0
-,3125,0,0,0,0
-,860,0,0,0,0
+,8999,2194,2273,2754,3477
+,1727,126,7368,8505,349
-,19,0,0,0,0
-,3794,0,0,0,0
-,4492,0,0,0,0
+,7734,1390,7982,4715,8385
-,475,0,0,0,0
+,1145,1096,7001,3404,127
+,8054,2355,3313,4766,3711
+,7118,7206,7980,2405,9487
+,6088,112,1736,1072,7068
+,5957,4085,5128,9205,2763
-,229,0,0,0,0
+,9455,54,4635,3290,3269
-,6560,0,0,0,0
+,3136,147,5058,6512,8619
+,4155,4830,8247,4259,87
+,8475,6205,6356,4489,3031
-,2505,0,0,0,0
+,7756,5347,1576,3801,3669
-,5074,0,0,0,0
+,6843,2940,3359,9029,26
-,5076,0,0,0,0
+,7448,4293,3309,8653,418
+,2959,666,2645,4734,2438
-,280,0,0,0,0
+,7115,6742,2310,5696,7614
+,1100,3296,3423,2166,2837
+,4911,3734,8414,8707,9162
-,6182,0,0,0,0
+,8037,2993,6280,5179,3391
+,6561,3031,3925,1021,828
+,2840,7650,9209,3962,7320
-,4471,0,0,0,0
+,8029,3414,7806,7819,1100
-,6007,0,0,0,0
-,3843,0,0,0,0
-,4015,0,0,0,0
+,2577,6040,5989,8789,1383
+,608,5850,3745,7230,9372
+,5979,213,973,4802,5772
+,8703,924,378,893,7956
+,3956,9817,3487,1287,8210
+,2322,2321,482,370,8375
+,5714,3463,7230,7263,3208
-,6037,0,0,0,0
-,4974,0,0,0,0
-,1344,0,0,0,0
+,1340,4925,6705,712,2245
+,2258,1894,3449,8821,3434
+,3857,5769,2705,3713,3694
-,6809,0,0,0,0
-,1030,0,0,0,0
+,4543,2432,5778,3288,925
-,6219,0,0,0,0
-,7048,0,0,0,0
+,9125,149,3713,5127,1563
+,8177,4242,1925,4228,6129
+,9282,9062,7392,2734,9806
+,7814,3290,2164,3513,429
+,2410,8137,7941,4165,5679
+,8528,7822,174,8259,3678
-,5861,0,0,0,0
-,3819,0,0,0,0
+,1887,8137,4103,8856,7895
+,2555,8292,8262,6665,7019
-,6666,0,0,0,0
+,1546,6135,3195,7150,6919
-,5690,0,0,0,0
+,2598,3676,4483,6677,8932
+,4777,6001,5910,917,3440
+,5140,5392,3770,8785,7911
-,4212,0,0,0,0
+,3331,1806,8026,4772,1727
+,9746,7367,9789,3697,3098
+,5115,770,4734,89,7257
+,516,4876,8350,200,7198
-,2528,0,0,0,0
-,7591,0,0,0,0
-,3267,0,0,0,0
-,6477,0,0,0,0
-,4953,0,0,0,0
-,4543,0,0,0,0
+,6858,1130,764,6353,8909
+,806,7010,3789,8479,615
-,4603,0,0,0,0
-,6811,0,0,0,0
-,3262,0,0,0,0
-,4777,0,0,0,0
-,6009,0,0,0,0
-,4933,0,0,0,0
-,5950,0,0,0,0
-,870,0,0,0,0
-,5323,0,0,0,0
-,2593,0,0,0,0
+,5654,7522,1660,4180,4189
-,5911,0,0,0,0
-,3456,0,0,0,0
-,966,0,0,0,0
-,6463,0,0,0,0
-,3261,0,0,0,0
+,6441,8828,716,4114,7134
-,1327,0,0,0,0
+,1399,7473,1052,3037,6986
+,5498,7561,2238,1473,6613
-,7988,0,0,0,0
+,9420,7761,780,2850,890
+,8975,6782,2694,6523,6241
-,3496,0,0,0,0
+,3153,3399,2154,6858,1294
-,4981,0,0,0,0
+,2037,1755,8763,3088,6068
+,4977,4058,1793,7026,5347
-,6417,0,0,0,0
+,1527,7293,956,7409,8898
-,1024,0,0,0,0
+,7250,1233,9435,2299,4355
+,808,2349,5762,5960,9285
+,4901,3520,642,6316,6130
+,693,3231,7959,8608,4508
+,2088,5376,1230,8586,3126
+,4698,6566,1954,8059,9768
+,3286,819,5795,8493,9760
+,6301,255,5414,332,4658
-,4651,0,0,0,0
-,7282,0,0,0,0
+,291,8265,4923,9897,8904
+,4565,306,2600,5042,5368
+,4425,9186,7621,2418,4416
+,5308,2487,9860,8732,3451
-,3157,0,0,0,0
+,835,5969,5712,2200,6386
+,9279,465,6545,8553,4428
+,8815,41,4733,1597,2481
+,9837,4128,3200,450,4840
-,1765,0,0,0,0
-,3054,0,0,0,0
+,8821,8289,5212,4019,6826
+,6235,9795,2960,1029,5028
+,7515,4652,2154,1345,3222
+,6687,7288,2945,8363,922
+,1638,7027,6319,452,3390
-,4712,0,0,0,0
+,6714,1338,4643,7620,1607
+,9380,3846,4742,9258,6149
+,2388,1025,3011,7724,1203
+,5703,9230,6286,1563,2696
-,4087,0,0,0,0
-,7279,0,0,0,0
+,8805,9806,7013,3310,4348
-,1583,0,0,0,0
+,4595,3509,1357,4557,5917
-,2978,0,0,0,0
-,1218,0,0,0,0
-,7139,0,0,0,0
+,7382,9157,988,539,1921
+,2455,5631,3806,5607,5927
+,2783,3121,8012,6789,1277
+,7262,6828,6563,6698,9177
+,8321,9973,1343,9505,1995
+,7394,4699,4394,4142,3440
+,6601,9155,1068,952,811
-,7762,0,0,0,0
-,658,0,0,0,0
-,7898,0,0,0,0
-,7052,0,0,0,0
-,4242,0,0,0,0
+,5361,2441,815,3215,7344
-,4045,0,0,0,0
-,7568,0,0,0,0
+,7537,8085,322,3721,180
-,5883,0,0,0,0
-,619,0,0,0,0
-,6148,0,0,0,0
+,2614,942,1222,6680,849
+,375,2460,362,1986,7985
-,4277,0,0,0,0
+,5121,5831,5360,1327,2033
-,6209,0,0,0,0
+,1418,4175,6997,9625,3898
+,1980,3592,3895,1283,3229
-,7528,0,0,0,0
+,1719,3390,586,2066,6970
-,6118,0,0,0,0
+,6384,8699,573,1184,6361
+,1143,1057,7716,9874,9149
+,3161,5711,1293,2705,3490
-,1489,0,0,0,0
+,7962,8161,6507,4142,5641
+,5750,5062,825,2771,1931
-,351,0,0,0,0
+,6431,6139,1314,9925,4320
-,2769,0,0,0,0
-,2632,0,0,0,0
-,3300,0,0,0,0
+,8683,1900,568,2346,3346
+,8456,4613,8597,8613,9951
+,9388,9445,4579,3853,20
+,3613,5610,2337,6899,9223
-,6019,0,0,0,0
-,1020,0,0,0,0
-,8,0,0,0,0
-,2967,0,0,0,0
+,5497,4508,6692,3543,5537
+,9897,381,5709,7717,4441
-,472,0,0,0,0
+,90,9390,1664,7360,648
+,7547,2733,3515,3114,2715
-,6847,0,0,0,0
-,5335,0,0,0,0
-,4539,0,0,0,0
+,9397,2375,8489,8967,9930
+,1494,8049,2764,9544,4507
+,5073,1895,8541,9104,8519
+,5285,8692,3768,1731,2407
+,6965,3098,7266,1817,7722
+,9067,8278,7808,8747,1842
+,1508,125,2431,7328,8427
-,6480,0,0,0,0
+,7353,883,6751,715,3879
-,1682,0,0,0,0
+,2689,8740,6167,6605,8156
+,9949,5516,8714,4877,5747
+,4515,3273,8781,5533,8405
-,4081,0,0,0,0
+,2063,4862,1090,4014,4306
-,54,0,0,0,0
+,175,6235,6185,8330,2224
-,2280,0,0,0,0
+,8021,5960,6359,7388,5755
+,9654,7733,1373,6829,6846
+,2790,4116,9698,1936,5946
+,1382,5269,9081,4443,7236
+,67,2844,9984,3585,4330
+,9525,8702,5705,2267,4990
-,6917,0,0,0,0
+,9708,2744,5205,6798,1604
-,2160,0,0,0,0
-,5195,0,0,0,0
+,2317,8988,7954,1926,8458
+,8575,7641,699,6548,288
+,8808,8009,4149,2692,4117
-,6532,0,0,0,0
+,6499,2396,3867,8883,5715
+,6702,5512,8198,7833,8428
+,4841,8545,7408,99,1819
-,6676,0,0,0,0
+,9551,4375,9250,3348,7630
+,6738,8686,8089,2571,9254
+,4973,7778,3032,8668,9059
-,568,0,0,0,0
+,6897,4266,6921,328,5212
-,6409,0,0,0,0
+,5051,3690,657,1861,7410
-,3391,0,0,0,0
+,6677,9286,3294,9482,1572
+,2878,8620,9288,3841,683
+,1539,6327,6945,9633,103
+,3955,605,4672,1444,3841
-,6253,0,0,0,0
-,5852,0,0,0,0
-,1290,0,0,0,0
-,1124,0,0,0,0
-,716,0,0,0,0
-,173,0,0,0,0
+,2279,2728,277,5951,4904
-,2860,0,0,0,0
+,7703,9967,4085,6887,368
-,6012,0,0,0,0
-,2262,0,0,0,0
+,826,8108,933,6572,9733
-,5787,0,0,0,0
-,340,0,0,0,0
-,6415,0,0,0,0
+,8935,6234,1211,6186,4145
-,1162,0,0,0,0
+,7854,2054,8937,6123,3290
-,7083,0,0,0,0
+,8181,8887,9678,3625,485
+,7661,2816,8952,6838,4458
+,916,8324,6125,7500,618
+,6665,2166,2444,9933,8323
-,3932,0,0,0,0
+,8311,465,5518,5818,7362
+,962,3482,1469,8211,5504
-,5706,0,0,0,0
-,1772,0,0,0,0
-,5122,0,0,0,0
+,5722,6113,1218,920,7083
+,8357,6131,846,5977,2309
+,8712,9542,8783,2451,7951
+,4390,5047,3991,1091,2018
+,5352,4260,131,3020,2603
-,6623,0,0,0,0
+,2121,5593,7587,1171,4307
-,7966,0,0,0,0
+,5848,9305,9875,9520,8211
+,6682,5196,2775,8363,8029
+,3224,8401,6775,9217,3179
+,6109,3534,7917,939,1303
-,5681,0,0,0,0
+,5170,2819,6804,6506,5481
+,8631,8972,9085,9148,6153
+,55,9795,9851,1647,136
-,5535,0,0,0,0
+,871,6248,8560,8974,3225
-,4645,0,0,0,0
+,3522,8391,6826,9148,2806
+,3784,3908,5021,3396,3340
-,7972,0,0,0,0
-,2756,0,0,0,0
+,3608,4326,2982,3221,9814
-,2390,0,0,0,0
+,1008,7521,8569,8465,474
-,3532,0,0,0,0
-,5724,0,0,0,0
+,9847,8923,2781,9301,3105
+,279,7785,6171,4676,6663
-,2978,0,0,0,0
-,1602,0,0,0,0
-,1347,0,0,0,0
-,3046,0,0,0,0
-,5715,0,0,0,0
+,3165,6959,5958,7478,178
+,6119,772,9359,9313,8636
+,793,5123,4569,4924,8231
+,3668,5134,4342,6034,1758
+,8840,8280,690,2045,2628
+,7913,6276,8149,1358,1662
+,9039,9759,9203,8491,9412
-,6081,0,0,0,0
+,5947,1084,2046,4169,8517
-,6488,0,0,0,0
-,2783,0,0,0,0
-,5642,0,0,0,0
+,7667,3690,7453,6736,4618
+,9965,6078,2532,8497,8476
+,228,8124,7511,7745,7256
+,3537,9018,9597,4209,1639
-,4612,0,0,0,0
-,2476,0,0,0,0
+,6864,6926,6269,7186,8552
+,2691,1770,4687,5004,8175
+,3145,269,4851,4458,747
+,1401,7822,908,744,9765
+,1777,5256,2010,3379,4016
-,3536,0,0,0,0
-,3653,0,0,0,0
+,6232,1372,7775,3571,4459
-,4117,0,0,0,0
-,1226,0,0,0,0
+,396,545,9991,8256,6511
-,2980,0,0,0,0
-,7194,0,0,0,0
+,1087,8662,6162,8305,5931
-,6613,0,0,0,0
+,3761,488,3155,8163,5542
+,1048,6408,7463,1459,5119
+,7909,4143,778,1015,4859
-,5637,0,0,0,0
+,8096,3821,6176,2974,6693
+,8350,9406,4873,528,3737
+,5545,912,8949,3805,3866
+,7424,6459,3796,1910,7769
-,3454,0,0,0,0
+,2282,3682,4241,2099,5819
+,2865,3849,2740,5885,884
+,3962,4656,2482,9534,4792
+,207,5464,5786,5319,5594
+,164,1737,1828,313,5175
-,1217,0,0,0,0
+,6586,2594,3693,1087,2027
+,3554,3595,1367,4110,97
+,8271,2904,5722,6050,9740
+,305,912,670,546,1912
-,3048,0,0,0,0
+,3931,860,6124,1956,2791
+,6778,575,3390,4850,886
+,8207,2825,5262,1471,1771
+,5825,4917,8178,6865,4381
+,8367,5030,8932,379,1240
+,4113,3314,5459,9435,7141
+,4833,5774,1266,1160,2326
+,5030,5638,1310,1184,3730
-,3407,0,0,0,0
-,7132,0,0,0,0
-,2412,0,0,0,0
+,264,1252,7894,4637,9112
+,5538,1705,7339,240,3158
-,2675,0,0,0,0
+,5949,8959,3667,2868,9353
-,7719,0,0,0,0
-,5719,0,0,0,0
-,7815,0,0,0,0
+,9174,32,3391,4684,2022
-,7703,0,0,0,0
-,6544,0,0,0,0
+,3851,9942,834,9201,9960
-,1620,0,0,0,0
-,1864,0,0,0,0
-,588,0,0,0,0
-,3498,0,0,0,0
+,1949,8475,4161,6032,9831
-,4245,0,0,0,0
+,2861,2068,6354,7509,8347
+,9633,5128,2844,620,4195
+,8612,6369,882,7677,4144
-,7288,0,0,0,0
-,5397,0,0,0,0
-,2316,0,0,0,0
-,5666,0,0,0,0
-,7779,0,0,0,0
+,5805,8367,4569,4031,8709
+,5590,1195,485,6053,3151
-,1294,0,0,0,0
-,2838,0,0,0,0
+,8175,1189,7785,280,7203
+,7289,4789,2441,16,1352
+,3133,8388,458,6231,4029
-,1948,0,0,0,0
+,7857,94,2584,7337,3440
-,909,0,0,0,0
-,7168,0,0,0,0
-,3707,0,0,0,0
+,7715,9898,3163,5808,8079
+,7321,4943,3874,7734,5792
+,7963,3397,3186,6570,8251
+,2733,7864,611,54,3494
-,3748,0,0,0,0
+,3096,5614,257,692,7219
+,2230,2427,4828,8932,1005
-,3777,0,0,0,0
+,8753,1763,2711,3811,569
+,652,2010,3153,1214,9675
-,7236,0,0,0,0
-,2307,0,0,0,0
-,6681,0,0,0,0
+,6287,8547,8846,1598,2811
+,3295,1550,7857,1113,7661
+,8033,3079,1347,6135,7490
-,849,0,0,0,0
-,4606,0,0,0,0
-,991,0,0,0,0
+,1937,6952,5501,9849,5451
-,4384,0,0,0,0
-,7317,0,0,0,0
-,788,0,0,0,0
-,1280,0,0,0,0
+,973,1509,7236,2778,8482
+,258,304,7529,7715,7412
+,1555,4745,6869,5298,834
+,2466,85,1263,6300,3281
-,2611,0,0,0,0
+,7701,9213,9374,9123,8852
-,4687,0,0,0,0
-,1799,0,0,0,0
-,5584,0,0,0,0
+,6541,1182,377,3153,5924
+,8702,2318,7833,661,2414
+,2842,3159,7801,4254,4936
-,3944,0,0,0,0
-,4075,0,0,0,0
+,771,6262,4302,7935,9359
-,6568,0,0,0,0
-,6019,0,0,0,0
-,2397,0,0,0,0
-,4331,0,0,0,0
+,5665,2156,2727,5718,8845
+,9763,161,9142,9311,1275
-,248,0,0,0,0
-,3853,0,0,0,0
+,5442,9792,3938,8243,2134
+,6135,3379,9564,5622,5993
+,6691,5494,5524,883,59
+,2889,7340,1273,7230,7395
-,4835,0,0,0,0
-,5522,0,0,0,0
+,2016,929,4903,9803,591
+,4086,7206,8488,5608,4543
-,5948,0,0,0,0
+,1191,1801,4589,1951,8367
-,2652,0,0,0,0
+,1622,1628,8064,2596,7294
-,2385,0,0,0,0
-,1761,0,0,0,0
+,8273,1514,1273,3143,4766
+,287,776,7119,5111,1071
-,4846,0,0,0,0
-,6083,0,0,0,0
+,9181,6349,1293,7853,2816
+,6077,9803,6933,4945,7616
-,570,0,0,0,0
-,7812,0,0,0,0
+,5097,1508,3517,6972,701
-,5843,0,0,0,0
+,8749,6857,2438,8515,8577
+,4830,7079,7266,6318,4173
+,3330,9506,5499,8107,8813
+,7723,9444,5567,8320,8563
+,3521,9465,5700,2606,8631
-,7982,0,0,0,0
-,7130,0,0,0,0
+,8469,9548,2658,9408,4566
-,1871,0,0,0,0
-,3277,0,0,0,0
+,8162,490,1072,4217,9815
-,5986,0,0,0,0
+,5517,3715,9244,2831,7135
-,2496,0,0,0,0
+,84,1316,6009,9713,4504
+,7865,2578,9036,1785,1625
-,5307,0,0,0,0
+,3360,2796,5463,9973,5026
+,4488,5609,9759,4947,5491
+,6869,4836,1650,6115,8000
+,10,2712,8030,4290,3660
-,4651,0,0,0,0
-,4912,0,0,0,0
+,5363,1487,9091,9034,6997
-,2138,0,0,0,0
-,4895,0,0,0,0
+,4524,2974,3147,647,892
-,6295,0,0,0,0
+,4738,8385,9568,9883,3319
+,8324,1257,3379,7069,5824
+,9072,9957,5484,481,5431
-,4744,0,0,0,0
+,952,5536,9434,7811,5918
-,2048,0,0,0,0
+,1482,9972,4544,4085,9981
+,2873,8127,7181,1779,781
-,6632,0,0,0,0
-,5763,0,0,0,0
+,8833,2620,77,8546,8098
-,807,0,0,0,0
-,7727,0,0,0,0
+,7645,9950,3859,8906,2655
-,3254,0,0,0,0
+,5232,7629,381,3571,2920
+,4677,1221,9697,8355,2762
-,7723,0,0,0,0
+,7486,4642,6722,7988,2218
-,4457,0,0,0,0
+,3115,2891,7212,9205,3130
+,8568,9553,5182,4913,4245
+,4917,6807,3725,3783,9468
+,1928,4714,9072,9643,9327
-,713,0,0,0,0
+,83,8847,2559,1888,2859
+,3496,7328,1934,5330,1347
+,6605,2658,9819,3722,2793
+,9922,5925,1497,3844,7366
-,6835,0,0,0,0
-,3352,0,0,0,0
-,2124,0,0,0,0
-,60,0,0,0,0
-,4156,0,0,0,0
+,4284,8440,8965,4860,269
+,9477,8741,6480,4534,8275
+,8463,8332,3428,3468,4045
+,7655,7807,2916,6889,1527
+,4753,1706,4898,8555,5580
+,1123,2861,1694,7854,4100
-,4879,0,0,0,0
+,8715,827,7997,1081,9214
+,5788,9562,2044,3935,6754
+,4787,633,6894,3598,3217
+,6038,8616,2637,117,262
-,6750,0,0,0,0
+,8144,9012,4265,6507,6532
-,2254,0,0,0,0
-,5531,0,0,0,0
-,5926,0,0,0,0
-,6682,0,0,0,0
+,9532,2610,2184,7559,9081
+,3792,2487,4147,7889,2805
+,2684,1035,7804,6449,2982
-,431,0,0,0,0
+,7541,3609,9072,3668,6359
+,82,8103,6609,5987,5269
+,2780,6893,8072,6378,3324
+,9575,3110,6229,3202,5778
+,4546,9516,8531,3132,2510
-,6527,0,0,0,0
+,1666,1446,5914,4111,9683
-,6376,0,0,0,0
+,7692,7815,6990,6428,2303
-,6550,0,0,0,0
-,5965,0,0,0,0
-,319,0,0,0,0
+,6066,2617,5568,9090,3093
-,3954,0,0,0,0
+,847,9309,3427,3073,4178
+,7788,3585,3720,5046,1777
-,3042,0,0,0,0
-,7586,0,0,0,0
+,2887,158,2485,5490,1767
+,2955,9587,3963,7974,6028
-,831,0,0,0,0
-,4689,0,0,0,0
-,3088,0,0,0,0
-,6314,0,0,0,0
+,5164,6292,6201,4185,6932
-,364,0,0,0,0
+,4462,2482,8443,7503,3857
+,2491,8464,2380,9314,8140
+,6466,9164,3717,2043,1957
-,3267,0,0,0,0
+,5393,2070,6894,7457,2625
+,6888,316,5504,3954,3870
+,9829,8258,7913,2890,8266
+,7910,8916,10,394,2947
+,2671,8604,7381,6008,6991
-,4416,0,0,0,0
-,3486,0,0,0,0
+,4146,6440,8671,5651,9035
+,9666,9174,5536,855,2379
+,8192,505,7909,6965,5491
-,627,0,0,0,0
-,605,0,0,0,0
+,9508,1980,5776,7630,5107
+,8966,3411,724,1142,4243
+,7557,3039,2692,2770,5209
-,6037,0,0,0,0
+,9341,3140,3328,4779,2496
+,4981,121,2086,3607,5854
+,69,9869,3157,9120,615
