OP,A1,A2,A3,A4,A5
+,492,3702,1611,4025,2130
-,258,0,0,0,0
+,2456,4229,2717,2388,3787
+,4941,4051,3712,4982,302
+,943,3134,1209,663,4627
+,2012,2501,1714,1988,1178
+,2682,3592,1022,861,1653
+,4177,2276,1422,4339,804
+,2719,3342,4854,936,4352
+,3863,686,1433,4528,2420
-,249,0,0,0,0
-,185,0,0,0,0
+,2227,4055,120,2453,2010
+,1216,3178,1849,1333,3150
+,4152,1057,4174,2312,2720
+,1331,1036,2922,4981,4225
-,840,0,0,0,0
+,851,4621,3173,4202,1818
-,414,0,0,0,0
-,328,0,0,0,0
+,3390,3836,936,909,4140
+,2729,4055,1181,258,1765
+,1964,2181,4371,1549,994
+,1205,3204,2599,1495,2647
+,1639,44,4032,4389,4859
+,347,1678,553,337,4078
+,1975,511,2589,4830,2395
+,2980,4355,773,4580,4773
+,115,3233,4008,1484,4163
+,2767,3515,3723,4503,3245
+,2192,4970,2533,1652,2424
+,129,3258,1243,4206,1881
-,755,0,0,0,0
+,1796,2924,2321,3975,1209
+,500,4171,429,4654,1844
+,440,3910,1548,4320,3674
+,2866,3613,3580,1096,2226
+,249,1525,4277,4648,2785
+,4262,4596,4823,1752,2047
+,1757,1522,4799,1814,2656
+,2773,177,3182,1063,4124
+,206,3018,1818,425,3159
+,1159,4302,4059,3108,176
+,4309,2345,4433,1000,3348
+,880,445,2927,1765,1197
+,3965,2744,447,904,2591
+,3183,4340,3573,4208,2318
+,4740,3601,3040,1709,4860
+,4916,142,323,240,1722
+,900,4366,2492,1567,266
+,504,3417,950,1177,4441
+,371,1392,3618,1186,4661
+,2567,3449,336,2411,1425
+,3656,296,3382,4034,2665
+,3144,1731,3701,1786,158
+,2278,3983,1898,636,335
+,3239,4346,4475,202,4418
+,599,1830,3846,1951,1410
+,726,4179,4865,1307,2481
+,1786,4822,2208,4363,763
-,170,0,0,0,0
+,3673,2647,29,1314,4784
+,689,3593,4247,774,4984
+,3691,4997,3572,1528,710
+,4239,1854,2239,1334,2610
+,4808,3246,4146,160,4056
+,1443,1581,4991,3411,3118
+,1146,2078,1638,4597,3315
-,555,0,0,0,0
+,3309,606,3210,4603,1647
+,4935,960,1981,3536,4674
+,2578,297,521,838,284
+,647,4270,2972,4509,185
+,3303,110,4896,812,620
+,3716,4788,2637,4902,3304
+,12,3662,1232,223,227
+,3388,3083,4970,1446,2371
+,2784,912,2631,3746,3855
+,2392,4651,1559,4841,2245
-,369,0,0,0,0
+,3029,1003,754,4986,813
+,1297,1156,4008,1039,2857
+,3896,4017,3536,4936,1126
+,1018,2888,2544,4462,3224
+,3553,957,1426,1646,2361
+,2208,509,2750,3415,3359
+,320,3504,1545,4261,4528
-,909,0,0,0,0
+,1243,567,4843,2776,3400
+,2836,4011,2586,2911,3822
+,1899,1258,4526,1904,4624
-,545,0,0,0,0
+,1571,4949,3596,1523,3976
-,95,0,0,0,0
+,2371,2078,3132,4829,12
+,4955,2412,534,375,1435
+,4695,2692,624,616,4177
+,4184,1425,297,4120,275
+,3066,3370,604,32,3239
+,4327,694,3131,3012,4923
-,274,0,0,0,0
+,4036,3827,1832,2858,1474
+,4490,2302,2376,4555,2643
+,3207,1626,2592,1919,2233
+,4370,2638,4231,605,2120
+,4167,4828,2802,4510,1903
+,4969,181,1161,4535,2903
+,4277,4477,475,3247,4162
-,125,0,0,0,0
+,3666,155,4512,802,4899
+,2885,1300,4399,747,4176
+,4860,176,3448,4719,1250
+,3613,249,4374,2491,4392
+,3991,2313,4334,4912,2789
+,3349,2394,683,3304,764
+,907,4906,3731,1399,2541
+,3774,4034,3314,3163,4615
+,1984,1961,1130,4108,3470
+,2086,816,1829,4362,1340
+,4215,1147,4483,3968,1337
+,3626,2671,4698,4062,2496
-,933,0,0,0,0
+,841,2407,4186,4553,4112
-,393,0,0,0,0
+,869,3730,4523,4162,3509
+,350,2195,1310,4830,3080
+,2152,4044,4839,4293,2985
-,273,0,0,0,0
+,1321,4627,2884,840,4465
-,303,0,0,0,0
+,3187,4925,743,4221,3545
+,738,3353,3449,4096,3946
+,294,2832,3899,2878,2422
+,717,4677,2393,235,2218
+,1404,2266,4817,617,1405
+,3118,4138,1560,4017,2080
+,1999,2338,4769,4341,4452
+,1324,576,3956,296,3589
+,461,1103,935,3336,3163
+,3444,1565,975,1139,1472
+,4300,3833,791,464,1861
+,201,481,4350,3733,2055
-,316,0,0,0,0
+,1290,1552,4749,2252,1599
+,2713,2614,1954,337,4741
+,2344,2246,4149,4452,2539
+,3733,348,1057,2814,4183
+,2140,97,4654,2352,1824
-,83,0,0,0,0
+,653,2708,2555,2656,450
+,3360,4465,4882,2624,2960
-,921,0,0,0,0
+,4762,555,4499,3786,976
+,1102,2084,632,4750,4829
+,2198,2412,2477,4935,2666
-,913,0,0,0,0
+,4302,3724,1402,1807,4768
-,530,0,0,0,0
+,1676,332,1236,1015,1147
+,2633,1074,2476,2387,4465
+,2881,4190,4814,3773,1619
+,4465,406,3561,1764,338
+,489,1675,4331,985,2778
+,97,346,2622,4670,2164
+,513,703,1379,590,4354
-,532,0,0,0,0
+,2126,1604,1258,2352,4143
+,1178,1628,2418,4819,3039
+,3027,3684,1712,1408,4217
+,4518,735,4832,1001,4419
+,3177,2118,659,1818,4827
+,1733,2635,2189,4323,1606
-,672,0,0,0,0
+,3986,4279,4469,1477,2067
+,1855,825,4658,1761,878
+,3200,3107,1216,1600,823
+,2396,4336,3852,2865,1074
+,2962,3160,4197,2020,3229
+,4063,586,1592,4657,3644
+,185,4637,266,3908,209
+,1192,2250,2887,4102,1120
+,3447,4974,2927,4103,500
+,3253,2783,1206,1178,3953
-,699,0,0,0,0
-,758,0,0,0,0
+,1312,4640,177,2154,315
+,4481,2921,2367,1516,1263
+,1526,3245,2170,1850,2257
+,4682,2957,4751,983,2397
+,118,4146,4705,3836,40
+,981,2495,4816,146,2132
+,455,502,3756,3657,4802
+,2648,286,1803,3778,3981
+,4998,969,2711,3476,1255
+,1919,423,2598,4053,826
+,3025,301,2126,4981,4689
+,1789,4675,4022,1279,4720
-,780,0,0,0,0
+,3792,445,4704,267,3953
+,771,4009,4283,312,1957
-,56,0,0,0,0
+,3899,2353,3829,255,2860
+,55,2925,555,3702,1975
+,1655,3139,830,3640,1193
+,4547,2198,4461,1829,1834
-,92,0,0,0,0
+,1691,2152,2862,1204,2433
+,1229,2612,2095,2113,1067
-,940,0,0,0,0
+,3432,3932,2037,883,520
+,4662,3092,1152,4698,4264
+,521,2226,3699,3049,4063
+,3947,1576,2368,1590,3160
-,643,0,0,0,0
+,81,4791,2070,4968,2916
+,4618,1129,1798,1208,4064
+,4752,345,2509,2158,2991
-,585,0,0,0,0
-,942,0,0,0,0
+,535,672,4002,4368,2498
+,32,868,1216,2211,2857
+,576,2672,4801,2336,1830
+,2688,3095,4128,1249,1945
+,87,1128,2829,2442,2290
+,3329,4301,4836,1814,4122
-,681,0,0,0,0
+,146,4011,2019,982,4732
+,3700,2605,3499,2941,4021
+,4005,3327,2812,2719,1952
+,88,3506,2541,4338,2157
-,484,0,0,0,0
-,981,0,0,0,0
+,3417,3582,1748,370,4536
-,933,0,0,0,0
-,639,0,0,0,0
+,1957,2329,4600,3643,327
+,2630,2157,1484,2816,1300
+,413,505,2292,555,3946
+,3402,3926,1856,2799,8
-,603,0,0,0,0
+,1849,149,850,1608,1146
+,4640,1038,2606,4601,3792
+,2702,2149,3526,3325,4598
+,4439,2403,2604,2356,2486
-,243,0,0,0,0
+,2930,3780,141,869,2724
+,1196,1920,3965,3072,4503
-,255,0,0,0,0
+,1667,385,3072,3837,1962
+,3696,3736,2496,400,2316
-,615,0,0,0,0
+,2951,4498,2856,4561,1771
+,4988,3316,112,3713,4174
+,23,4333,3291,991,4613
+,1636,834,4366,2410,3264
+,1246,173,3478,3309,2926
+,4473,2035,4385,4735,3822
+,1300,3632,4692,1344,3592
+,1810,1359,851,2759,2898
+,1752,345,3230,896,542
-,388,0,0,0,0
+,2022,2907,3360,4564,2074
+,4146,3301,3152,3198,4775
+,1914,1098,117,4460,508
+,4089,1649,316,1341,4576
+,4092,49,3816,316,1538
+,3172,1675,1984,1767,1412
+,3596,3525,2656,3950,2818
+,3827,362,4601,2538,3319
+,1777,3743,4414,904,366
+,4196,1508,3051,642,63
-,671,0,0,0,0
+,1599,3590,4605,3982,2812
+,222,1221,3221,1715,2754
+,581,354,2257,2687,4539
-,263,0,0,0,0
-,653,0,0,0,0
+,3954,495,1006,1870,1800
-,429,0,0,0,0
+,3868,4512,4214,1064,872
-,35,0,0,0,0
+,337,4594,3560,2934,3949
-,855,0,0,0,0
+,4871,2436,444,972,2219
-,527,0,0,0,0
+,4522,2325,3491,3788,137
+,1020,2761,1902,3164,3420
+,467,905,2654,1122,2858
+,4143,3087,3578,3551,3243
+,951,3958,2954,1712,4363
+,4577,3265,2589,4010,3690
+,4148,1050,3369,1151,582
+,4037,4173,630,1803,3796
+,2500,652,4123,748,1544
+,813,4447,4804,3569,2934
+,1895,4243,1232,3695,361
+,860,4524,4538,491,2834
+,949,3407,2337,294,2591
+,552,1582,1323,1537,674
+,3016,4714,4661,4931,2146
+,1554,3927,2739,1586,4610
-,45,0,0,0,0
-,635,0,0,0,0
+,1427,4072,4832,2878,717
+,763,1189,2777,165,3891
+,716,3770,2390,1456,1087
+,4332,2498,4515,1254,3285
+,3523,4666,4578,101,1094
+,4711,4057,3053,2479,406
+,3319,4369,2953,4718,4015
+,4471,4311,365,1511,381
+,26,3819,1214,1103,4191
+,100,2715,1649,2029,424
+,2670,159,2522,1790,1846
+,942,1371,4219,392,3351
+,4383,252,2915,4562,2193
+,1628,671,971,2740,3301
+,1591,2015,3486,2232,4575
+,895,1083,1024,2842,446
-,214,0,0,0,0
+,4117,3224,1021,646,1307
+,4527,1500,2411,869,694
+,2342,669,1878,597,2298
+,4174,1126,3818,19,828
+,2073,1488,3725,1445,15
+,2151,4193,987,4013,2666
-,486,0,0,0,0
+,3823,4616,3442,2698,1500
+,2949,2632,20,608,793
+,3139,1336,996,3745,4144
+,3188,1076,1546,1617,2732
+,117,1566,102,1772,1445
+,4449,1226,4752,2053,371
+,4776,2523,7,3352,2812
+,3723,4830,4233,4719,1801
+,437,880,2854,4120,1029
+,20,4898,167,755,3905
+,600,2786,725,4196,1881
+,2812,338,1505,4941,4743
+,3795,2528,2245,4343,4761
+,4353,2532,4038,3586,2529
+,3190,3816,2921,2770,540
+,1529,4402,113,1640,3168
+,4226,2879,2942,2013,23
+,3456,4642,167,1946,2276
+,727,1431,370,4460,3676
+,4730,4681,1719,2779,614
+,586,2850,3521,4611,898
+,3071,388,2657,4257,2635
+,4027,2917,144,3108,836
+,3762,3208,4499,1740,1271
+,2546,4288,4079,2114,688
+,672,237,1740,1449,3192
+,2036,3236,106,4704,2968
+,2838,2663,3639,4203,312
+,3451,2838,336,885,920
+,4468,2985,1672,4533,2498
+,128,3191,2255,582,2401
+,4024,1101,3723,2554,2650
+,2234,1,1588,4685,1559
+,682,3868,573,2611,1269
+,4417,552,2865,3825,4020
+,4954,2226,2599,291,1875
-,587,0,0,0,0
+,1803,4547,4542,1075,2719
+,1038,2452,3812,2249,25
+,2183,3685,3469,333,3384
+,4915,3259,160,4146,380
+,2251,1974,331,4204,507
-,382,0,0,0,0
+,3519,4107,1604,3847,573
+,1315,1813,3043,4695,1850
+,1098,764,1789,1181,2960
+,4015,1458,446,561,4696
+,1485,4981,2461,4318,746
+,2359,60,2356,919,2721
+,963,700,4828,4780,2294
+,1077,3412,1330,112,3251
+,3325,2519,2416,4290,3508
-,381,0,0,0,0
-,11,0,0,0,0
+,656,2519,378,516,3217
+,4698,2557,3673,2380,692
+,2558,3092,2727,3633,2457
+,4742,1329,3370,3406,4245
+,964,4627,4125,4674,2301
+,4483,2020,4497,1757,1984
+,3369,2757,109,1611,4147
+,3904,2139,3701,1763,3751
+,546,4131,2790,1362,920
+,4283,1679,1959,1545,1976
-,348,0,0,0,0
+,2894,152,3444,2691,1963
+,3256,1532,172,2905,3407
+,1234,4108,3044,3714,3620
+,1672,729,4540,2141,1266
+,3222,444,4609,1189,3317
+,2154,1916,2678,2263,592
+,3983,2319,1130,636,2704
+,4408,690,3018,1016,2012
+,2785,3962,1955,1110,1021
-,199,0,0,0,0
+,2100,4374,328,2953,2069
+,4603,3659,367,3088,1816
+,2621,1153,2620,2126,1992
+,1231,4194,2025,4719,2855
-,573,0,0,0,0
+,1703,1813,4059,1004,4879
+,2754,501,2776,3732,1171
+,4741,4483,2089,3649,862
+,4722,1459,1621,4525,4541
-,965,0,0,0,0
+,4420,970,2921,1567,4933
+,3573,4041,4229,2768,4068
+,4026,4897,404,3117,3823
+,2288,320,4442,530,1585
+,2410,2484,522,4061,4884
+,4598,3141,667,4027,1894
-,247,0,0,0,0
+,3479,4224,3817,519,1948
+,525,1067,732,3798,3395
+,3117,3499,1727,1531,2579
+,1850,4052,1542,462,3639
+,3674,636,3697,2447,4946
+,3996,1460,934,3116,2886
+,2811,1502,2492,2062,2636
+,1825,2654,3153,3690,4346
+,202,1452,3994,1364,4689
+,679,4901,723,1694,3885
+,1035,1433,2118,1904,4708
-,168,0,0,0,0
+,1671,3615,3456,401,2810
+,820,3952,1113,2353,4560
+,2639,1206,3230,1151,4555
+,3168,4083,2811,1972,472
+,2596,2084,4911,2658,839
+,3812,984,4160,4602,4529
-,579,0,0,0,0
+,3138,3424,1906,2360,564
+,1876,2080,1220,370,2024
+,4500,4930,2963,3668,4510
-,631,0,0,0,0
+,742,4343,2740,4831,3151
+,1991,1659,1774,2658,1956
+,3424,4152,4289,4858,2709
-,664,0,0,0,0
+,2306,1485,3269,4743,1226
+,4558,3454,39,4466,4661
+,4854,1628,4936,2839,1365
+,2923,1280,813,4656,519
+,2886,3988,4174,2191,3374
+,466,297,1787,160,1166
+,1430,168,1492,3350,3953
+,144,3228,4469,2106,3698
+,3022,812,285,2945,3177
+,2842,1920,322,3787,2886
+,3368,4445,3728,1,2217
-,970,0,0,0,0
+,1472,986,1642,833,2139
+,870,755,716,2565,2693
+,2324,891,4514,3553,1725
+,1527,2657,2229,4605,4105
-,174,0,0,0,0
+,3092,4049,3701,3895,1533
-,100,0,0,0,0
+,1736,3718,3566,3661,3888
-,286,0,0,0,0
+,3206,4512,4907,4099,975
+,762,4088,672,1980,237
+,2167,3415,4897,3682,3078
+,1272,1443,3228,1274,936
+,2941,2227,382,4490,2581
+,4650,1646,935,120,4728
+,698,3364,1838,508,2970
+,2163,1132,1968,114,2507
-,790,0,0,0,0
+,3926,3086,1203,2053,4586
+,73,2094,2027,3407,2491
+,3765,4326,2339,2819,3839
-,180,0,0,0,0
+,2982,4502,2626,607,1996
+,1053,562,263,4297,2483
+,4813,4501,2596,222,1112
+,791,2355,1179,3567,1071
+,2677,4809,4450,56,1117
+,3845,4317,3536,4690,3649
+,3793,4254,1976,1244,490
+,103,4656,169,4856,2660
+,3722,4294,3174,4208,2322
+,4255,3918,3450,1150,466
-,733,0,0,0,0
+,3815,4570,2070,2926,2870
+,4723,4211,1713,2123,216
+,837,2087,1433,507,1513
+,4763,2290,4539,4862,3660
+,4792,3445,904,4557,339
+,490,3200,761,2642,2271
+,789,4519,1641,787,845
+,2023,4467,4739,3918,2950
+,2848,3558,3057,2551,198
+,4099,981,3872,3896,567
+,4070,4002,327,4730,379
+,4223,2261,3713,4844,3341
+,4399,4837,2427,1666,40
+,2379,4487,1896,4604,1835
+,556,791,2216,2064,840
+,1407,110,2907,148,1242
+,3571,4290,4698,689,3681
+,2691,620,4822,2565,599
+,1409,3195,1615,4170,4473
+,1491,2788,2940,2747,1631
+,2314,754,3995,4476,3389
+,934,1747,1142,476,849
+,3273,1827,1979,2902,866
-,960,0,0,0,0
+,4644,3235,3212,3792,2985
-,944,0,0,0,0
+,1495,2805,138,1461,349
+,390,380,2288,2331,910
+,4260,2698,4234,1377,2499
+,1330,1062,2344,2435,2666
+,242,261,4273,3605,2441
+,687,1953,3621,4833,424
+,1190,2685,4814,1298,668
+,1255,1463,3289,1644,765
+,3481,3318,4670,4322,4392
+,3748,1027,3759,621,680
+,372,3189,264,251,3113
-,289,0,0,0,0
+,4151,694,3859,4953,457
+,2033,4017,282,4196,1516
-,76,0,0,0,0
+,2837,2562,4841,2386,4720
+,2959,3978,2119,2443,4629
+,3255,1236,2758,1147,1744
+,4819,4769,2091,1954,3416
+,293,545,3053,3906,3534
+,2358,1845,3517,605,3726
+,799,1753,4602,1668,2577
+,2906,77,4991,4029,3547
+,3647,2062,3675,4450,2928
+,4264,2872,2246,1047,4218
+,1157,4766,3616,1795,3384
+,4252,2314,1224,2224,4188
+,4526,291,4271,1598,4628
+,4716,2383,910,1997,2649
+,4824,3827,4315,2474,4095
+,2768,4977,848,1338,3812
-,677,0,0,0,0
-,143,0,0,0,0
+,3766,4806,4542,69,4050
+,759,1839,2190,4145,1901
+,1596,194,1241,3000,1391
-,380,0,0,0,0
-,271,0,0,0,0
+,1454,1494,3251,1898,655
+,3091,1312,3470,4145,1607
+,387,4179,493,1661,1367
-,213,0,0,0,0
-,44,0,0,0,0
+,1842,4389,2356,33,782
+,828,3739,2068,3333,862
+,3108,530,194,828,899
-,404,0,0,0,0
+,2566,999,2227,339,2391
+,2580,1653,3796,3969,2655
+,705,1691,4776,2904,3795
+,3446,262,1189,4072,2940
-,586,0,0,0,0
+,3356,2076,103,1586,3117
+,1523,79,2913,2354,3055
-,126,0,0,0,0
+,3962,3544,2482,1590,1853
+,4930,1468,2996,982,4963
+,947,4249,3521,3811,306
+,2510,51,2041,2765,3284
+,3634,2458,1059,2310,2772
+,2952,2550,326,3947,1435
+,4712,3955,4631,4578,3888
-,281,0,0,0,0
+,1543,4483,3251,2503,4740
+,1769,539,1587,2937,1839
+,193,1550,3154,854,1061
+,1356,4182,4027,2195,4928
+,2851,1669,365,1664,3343
+,2804,43,3095,2424,1154
+,403,3378,2739,1694,1312
-,280,0,0,0,0
+,1355,2923,681,2860,3627
+,4829,2669,2661,1673,3833
-,14,0,0,0,0
-,304,0,0,0,0
+,2084,660,3053,2673,3479
+,2433,1664,2139,3169,2312
+,2239,2782,1787,4467,1051
+,885,1969,4203,2500,3409
+,630,458,3898,3417,4660
+,691,3793,422,2965,3968
+,2489,3410,4102,4727,1895
+,2521,2711,277,1723,4204
+,474,3315,2559,3110,3729
+,1980,4330,348,1009,1221
+,1085,3851,3175,4947,2669
+,615,3034,3106,850,1667
-,778,0,0,0,0
+,4405,3076,309,92,4866
+,478,2029,465,1217,2201
+,3789,1312,1370,4502,2668
+,4725,3144,147,381,2909
+,4478,3980,1181,236,136
+,2576,2755,4613,1006,1235
+,3514,1891,242,3798,2595
+,1360,4011,976,1945,3993
+,3186,1809,62,4976,4834
+,2386,2818,3606,3721,1258
-,663,0,0,0,0
+,29,26,579,1734,3787
+,182,1964,1381,4084,442
+,529,2981,4649,1000,2803
-,737,0,0,0,0
+,4054,3158,1458,3265,1699
+,4879,4460,4473,3202,4179
+,338,4141,474,3841,1877
+,2170,2660,2670,2151,999
+,4760,1220,1883,1805,1747
-,882,0,0,0,0
+,4600,3324,155,4347,4724
+,1121,4776,2164,3571,3366
+,2369,1407,1676,1993,4726
+,4095,2854,807,3295,4407
+,575,2441,1982,2633,4571
-,732,0,0,0,0
+,4961,3465,1741,3574,3853
+,988,1068,2611,4903,3848
+,4587,4267,1028,2270,4660
+,969,554,190,2267,2886
+,4987,1956,3155,4737,4216
+,4804,1468,3290,1352,2304
-,73,0,0,0,0
+,998,2948,4084,3738,1225
+,2855,4491,3160,4921,4008
-,340,0,0,0,0
+,4032,2644,3193,3114,3291
-,999,0,0,0,0
+,4102,3542,2132,3085,4017
+,1458,1231,3319,1286,597
+,4986,1911,3891,3047,4657
+,1878,4123,4073,1749,3404
+,4282,3029,2336,974,86
+,2987,3216,4570,1743,1003
+,266,2392,3425,340,3670
+,2662,1199,2929,1193,142
-,349,0,0,0,0
+,3133,4854,73,2378,3078
-,450,0,0,0,0
+,3555,4585,3469,3332,3016
-,868,0,0,0,0
+,3623,4699,2137,3423,3696
-,938,0,0,0,0
+,2087,2120,4228,2271,950
+,4454,3693,2943,2359,3180
+,2044,1799,2334,4307,2204
+,1394,3227,72,1377,4962
+,2965,2234,1096,1738,4801
+,106,367,208,4861,1485
+,2624,3203,1929,795,2381
+,4458,1618,1271,858,4442
+,159,746,4781,3029,4850
+,804,4005,1292,4868,1282
+,4928,162,4014,4286,3841
+,2973,4524,1581,4641,4373
-,234,0,0,0,0
+,3436,2464,3315,526,3922
-,201,0,0,0,0
+,3221,4117,3958,2071,1670
-,967,0,0,0,0
+,2935,2577,358,2594,2780
-,259,0,0,0,0
+,3230,1680,1591,1254,2745
+,1518,674,812,3686,3806
-,500,0,0,0,0
+,2800,3172,4171,3142,1397
+,1244,3532,656,4825,4706
-,6,0,0,0,0
+,1351,3624,2392,2748,156
+,787,730,738,2835,2405
+,4701,4680,1528,3409,1003
+,4114,2514,2018,257,4425
+,3900,1426,414,2422,228
+,1051,2453,1094,2737,1835
+,1544,4701,1065,508,1288
+,4985,3154,373,577,2783
+,1574,3898,1226,3659,3930
+,1587,2891,216,3080,1497
+,4540,1448,2961,871,4931
-,324,0,0,0,0
-,859,0,0,0,0
-,827,0,0,0,0
-,585,0,0,0,0
+,1023,4279,545,3251,4005
+,920,426,170,83,4397
+,2297,1601,1531,1781,4409
+,1180,3090,540,3249,4240
+,2115,3896,1250,366,293
+,758,4881,1408,1970,4687
-,869,0,0,0,0
+,3756,277,1792,1919,1258
-,185,0,0,0,0
+,1028,1773,180,2225,4494
+,1537,2738,2022,3606,2545
+,3389,312,3085,3884,4948
-,622,0,0,0,0
+,1388,4079,4683,4792,843
+,2502,4237,588,2110,1549
+,4693,2623,4608,1023,3307
+,3465,2117,2662,431,1462
+,2197,1588,1531,885,2180
+,1674,3153,3255,1326,2296
+,4982,2927,1557,1893,1874
+,214,4598,4673,3306,2757
+,4124,239,3429,3997,3320
+,2764,4411,1765,3382,1942
-,540,0,0,0,0
+,913,4015,2063,550,2388
-,693,0,0,0,0
+,279,3823,4832,3597,1999
+,4853,2779,4985,2178,815
+,1056,1136,4216,1373,1640
+,1932,914,1889,4375,3075
+,2678,4239,1472,3010,1510
+,1979,4844,2982,3335,4430
+,1293,3217,4610,2534,2845
-,330,0,0,0,0
-,437,0,0,0,0
+,1905,3849,1363,222,2574
+,196,1558,4694,4676,834
+,2933,908,3894,2890,1204
+,660,2895,3064,2935,4251
+,2924,479,2241,1190,2987
+,917,3445,517,3576,1157
-,375,0,0,0,0
+,2109,1974,4868,4214,2142
+,2732,3379,1626,1990,4592
+,2287,1171,711,2301,2363
+,2958,4686,3087,3534,4972
-,556,0,0,0,0
+,829,2192,2402,2822,1836
+,3772,3485,119,2732,4410
+,1614,3050,430,319,2332
-,990,0,0,0,0
+,3365,247,2304,2932,2196
-,159,0,0,0,0
+,4072,4579,2872,1007,1375
+,2476,3149,2122,4134,3350
+,3098,441,4618,4417,390
+,1837,1607,4112,1976,4442
+,3264,1978,2211,1992,1436
+,4846,126,1915,4759,3924
+,2919,2735,2758,674,3111
+,4840,3484,4399,4780,2851
+,2820,1987,4863,932,2255
+,3939,1287,1854,4057,323
+,2515,3752,4310,1934,805
+,4855,1855,2864,4932,2478
+,1740,319,1261,694,1333
+,1490,2919,3549,943,743
+,2465,442,2138,1615,3286
+,1712,4387,3103,4481,2765
+,1138,2991,4271,4550,2606
+,4679,592,1892,2148,4942
+,2699,3293,3482,3255,168
+,1275,1740,2588,3881,2883
-,767,0,0,0,0
+,4580,4504,443,4796,3793
+,855,2021,2548,3961,2431
+,1690,2538,3824,4196,656
+,3219,3524,2237,3689,1988
+,4656,3259,1816,4667,2050
+,2031,3941,3526,4754,3989
+,3121,605,2665,1833,2022
+,3967,2318,65,4550,4201
-,353,0,0,0,0
+,482,3192,1032,3787,2670
+,2853,4866,442,3462,2575
+,2485,2059,3772,547,4864
+,2117,1631,3699,1856,2575
+,2679,1422,4046,2387,755
+,4924,1716,4729,1863,2735
-,649,0,0,0,0
+,2730,4258,2828,3426,1405
+,3129,406,2612,4959,366
+,2039,3424,4274,4819,1220
+,1176,526,624,584,1459
+,446,2931,2274,2953,2324
-,834,0,0,0,0
+,4217,565,1577,2493,2331
+,4055,694,4955,757,2406
+,2505,2942,3104,130,3736
+,583,4062,4294,962,2550
-,964,0,0,0,0
+,1185,494,4372,570,4132
+,1144,4221,2984,2852,2242
+,2638,3893,3737,2385,2572
-,169,0,0,0,0
+,3193,261,3134,3925,1431
+,1498,2923,3423,4912,3276
+,368,4682,3611,530,3106
+,3727,469,4022,2478,2203
+,2870,1077,2742,795,2190
+,4487,501,506,1469,4444
+,3279,509,156,4745,508
-,662,0,0,0,0
+,3163,1097,2838,287,1468
+,3955,3684,628,4938,4211
+,921,972,3431,1304,710
+,2816,948,2795,234,3806
+,2560,2087,3862,3420,3611
+,4495,3121,4019,421,2984
+,4632,4256,3967,1981,2031
+,1353,642,4632,3672,373
+,3592,2138,3680,1126,2630
+,2803,888,721,2084,4388
+,4028,331,4653,3706,700
+,4088,1148,1188,364,3963
+,4683,2095,547,3412,38
-,40,0,0,0,0
+,4484,2295,4816,3587,820
+,340,4216,2046,4440,1115
-,710,0,0,0,0
+,150,2509,4312,1644,4193
+,4192,1780,2338,1125,1376
+,1662,336,3662,3288,92
+,1274,3100,3982,2982,3072
-,27,0,0,0,0
+,2992,3605,2887,1910,305
+,3901,3792,338,4198,3468
-,979,0,0,0,0
+,3834,3157,3130,1100,3770
+,2780,4252,2973,470,3834
+,3645,3968,4550,3057,2668
-,923,0,0,0,0
-,11,0,0,0,0
+,3195,799,2182,1542,1867
+,4208,3537,1973,2589,3829
+,1200,3556,2623,3693,1609
+,3643,507,4821,1213,4066
+,1497,2668,2634,1952,4720
+,2376,2086,2701,4644,280
+,782,4731,845,2782,2978
+,2994,2300,4474,2052,2279
+,3778,2632,3678,1734,830
+,2350,539,1591,4367,890
+,4990,2757,4202,4711,1443
+,4753,3135,2653,3427,1057
+,522,4753,1808,547,634
+,2954,3027,2,4162,4974
+,1064,3162,677,4123,4325
+,3520,3371,4489,2750,1779
+,4639,2332,3275,1963,4432
+,4866,4478,975,3430,3124
+,4121,2211,2121,2300,623
+,2704,85,1534,57,2889
+,931,147,3051,3586,3298
-,259,0,0,0,0
+,4525,2831,3321,2776,1942
-,25,0,0,0,0
+,1719,4929,4067,2761,2485
+,849,3236,1722,2055,32
+,1623,444,3148,705,2232
+,2312,1289,4162,810,473
+,250,3892,3694,1952,1714
+,4364,3125,4138,2548,306
+,1266,546,1999,996,1314
+,2220,2657,2019,693,2855
+,4940,26,3179,4830,1993
+,1620,1594,103,1514,1471
-,629,0,0,0,0
-,384,0,0,0,0
+,4668,4027,3614,1168,2770
+,694,1143,2656,4915,3928
+,1730,389,1394,2743,2832
+,2439,1002,3177,2312,3416
+,1846,4321,694,3191,1160
+,3567,1930,2334,2080,428
+,3856,4233,4427,208,2896
+,674,497,3937,3131,653
+,1749,2850,34,482,3340
+,3570,2226,1633,1505,1045
+,4775,4855,2132,1725,4420
+,4094,1068,4086,3432,1499
+,3842,259,528,2959,4288
+,2365,2688,4857,405,1027
+,2609,630,1185,4098,656
+,802,4179,708,1488,4476
+,3124,4361,2028,4359,4409
+,2493,2123,1476,4514,609
+,617,2054,2815,4506,4564
+,1923,921,2782,1193,3427
+,3653,947,486,167,3289
+,4046,1536,36,3898,212
+,3667,2508,4308,1883,3399
+,2146,1567,734,3007,1380
+,1908,2193,1536,697,2608
+,3753,3165,272,841,1719
+,3847,4842,2613,3942,2836
+,628,1119,2092,4602,1562
+,22,3275,4514,3463,3183
+,2026,3611,3884,4347,3255
