OP,A1,A2,A3,A4,A5 
+,4924,9641,5271,4696,8777
+,6004,229,3108,6019,6713
+,3552,5679,2009,8904,5771
+,4360,5187,1022,4300,1856
+,2652,8149,307,4889,6702
+,5476,4684,3524,2512,1158
+,6287,6760,8792,9719,8703
+,8563,813,409,4173,2689
+,6529,7561,2707,151,6793
-,771,0,0,0,0
+,5761,242,7424,7976,2416
+,9903,6255,6661,1706,821
+,4022,1109,3651,8603,780
+,4178,844,4184,9783,2846
+,8094,2957,7998,4276,8321
+,4884,8934,6350,5224,7683
-,451,0,0,0,0
-,762,0,0,0,0
-,122,0,0,0,0
+,9454,6083,1574,1139,5295
+,8602,3164,3238,8069,1287
+,8745,1302,3321,6014,3945
+,26,7000,5298,2001,6784
+,8087,5233,1600,8505,8179
-,295,0,0,0,0
+,6597,6694,5478,5734,3580
+,7925,1933,6606,7266,9216
+,8435,3680,5836,8578,399
+,2481,189,7564,5174,7883
+,9704,9586,4870,7,9986
+,5881,9415,5077,813,3975
+,9743,5192,2599,3097,6862
+,4581,5168,2257,7626,1916
-,358,0,0,0,0
-,935,0,0,0,0
-,667,0,0,0,0
+,5065,9978,2808,4558,2715
+,1426,7851,96,965,2371
+,1894,9177,3173,2105,288
+,7726,2172,7401,3758,6120
+,6075,4624,8023,6910,3237
-,112,0,0,0,0
-,470,0,0,0,0
-,921,0,0,0,0
+,5531,3887,4368,1999,3591
+,4011,4885,9012,8331,4755
+,7955,5787,9566,7727,8626
+,6103,7452,6847,7148,8182
+,8537,6204,4902,4445,7567
+,3388,7926,3383,2284,9327
-,150,0,0,0,0
+,57,767,7375,3917,8737
-,329,0,0,0,0
+,8960,5155,399,4718,5737
+,1832,1821,847,7003,9443
+,7965,8462,9582,9271,3929
+,7170,9424,1082,6768,3814
+,2070,7806,7608,9967,9407
+,4767,3884,9484,673,710
+,9815,5686,1458,9044,1443
+,2046,6941,6365,11,4852
+,3068,9884,1714,8643,8891
+,7834,1686,8007,1205,696
+,9299,282,5411,6775,8977
+,8367,3927,1611,4116,7555
+,2447,3747,6177,6199,9019
+,5036,249,9476,9607,5535
+,64,9896,7252,1118,8906
+,528,9095,6203,8292,8516
+,8176,6042,9043,5727,6897
+,523,4784,7896,6375,8960
+,1504,6588,1364,8876,8006
+,1317,2840,7853,2203,5974
+,9811,799,5305,2910,5275
+,9929,57,5616,1082,62
+,8187,6807,7309,2719,9013
+,7327,1545,6323,7900,8728
+,4036,2397,3282,3115,6143
-,568,0,0,0,0
+,4226,8187,4540,5464,4782
+,8119,1458,3905,7350,7532
+,9373,2724,6590,1103,6993
+,2387,2318,2042,6910,1586
+,8965,3249,4424,1433,4579
+,2641,388,7022,3347,9234
+,8475,6536,6815,505,4726
+,9899,4396,8794,4743,2701
+,3941,8954,1585,3451,70
+,1974,575,2600,2800,4825
+,4291,7753,760,2523,5819
+,2745,2,4726,9778,9371
+,2503,8971,4393,6514,9053
+,2869,6775,8258,5117,1274
+,2873,4404,6940,8102,5923
-,331,0,0,0,0
+,5502,5027,2201,1740,9327
-,464,0,0,0,0
+,5234,703,8535,5575,1737
+,8681,3215,63,4022,2647
+,3309,7,6755,8829,2619
+,151,5775,2549,8943,4361
+,7863,4664,3431,606,744
+,444,5226,4262,656,1525
+,1174,9558,3479,6852,3514
+,6794,4724,9300,2894,9254
-,614,0,0,0,0
+,3376,6819,1104,8901,9130
+,8957,306,3758,242,4979
+,7092,5063,2503,8223,406
+,2215,3229,5425,2367,5641
+,7502,8965,2617,3542,399
+,2578,6046,228,8240,458
+,4578,8738,6282,5648,2349
+,7002,6478,6259,1613,3786
+,5010,3950,4573,313,2255
+,5170,8457,596,2777,4051
+,2074,6103,5099,8034,3414
+,3680,1121,6290,2703,6900
+,5850,8508,9947,4931,1846
+,3667,784,3292,4208,1446
+,3258,8205,2818,4496,2338
+,8967,7929,3136,659,3162
+,7561,7611,7807,7970,3997
+,2261,8122,5742,5327,3836
+,9521,4773,1588,520,7236
+,7887,236,9979,2109,8852
+,984,3960,2364,7075,7648
+,4122,2615,6956,6166,4630
-,875,0,0,0,0
+,9292,5340,1509,2020,91
+,3800,7420,2347,3281,1901
+,4502,1758,9884,1098,3712
+,2533,7198,3857,8886,651
+,4319,9761,6648,5337,4830
+,4149,9357,9330,6803,4029
-,259,0,0,0,0
+,8217,7897,7615,643,718
+,5391,5686,5343,2702,5131
+,829,5691,8943,8146,3345
+,5268,2787,7067,9374,6176
+,9561,3279,8100,159,3292
+,8919,9888,3010,8073,8667
+,2225,8315,7728,6844,982
+,2527,1692,1119,2834,8996
+,9691,4912,5572,4429,1059
+,9999,3716,827,1985,9038
+,2124,21,8571,587,2847
+,9379,3907,4657,1811,6522
+,8759,1827,9824,10,2801
+,2505,9685,2882,6616,7601
+,960,9870,42,8397,2507
+,5113,2904,8497,9217,6619
+,5148,5086,1963,7791,3928
+,8488,5020,779,2806,9803
+,7943,9511,1492,524,3429
+,5754,7999,9440,415,6221
+,3593,9018,132,2634,894
+,7897,2427,930,2334,3280
+,5555,3374,4253,2677,7105
+,3568,9934,9560,4720,4903
+,4782,5337,5306,4630,7960
+,8280,5412,1579,8837,3171
+,8950,3738,9819,812,5770
+,3708,1489,7918,5989,5333
+,6360,7402,5957,76,6875
+,3573,9262,7880,8998,2107
+,6344,373,3696,6548,820
+,2491,7987,1496,4121,1343
+,6596,7408,4489,3251,8179
+,3880,830,3023,4122,3273
+,7673,9685,5444,8133,8787
+,9897,2480,1611,1597,3983
+,8959,5431,8674,7708,3088
+,1086,8841,2082,9610,1651
-,695,0,0,0,0
+,2141,101,5798,70,5833
+,5290,173,9886,6150,6593
+,9463,5114,6489,1021,8013
+,5989,3824,9789,9606,1539
+,8752,942,2762,6120,1748
+,9136,9443,2314,9347,9799
+,8511,2972,3836,918,230
+,4049,6695,5396,7098,2084
+,933,9203,1744,9049,5308
+,3939,3379,4450,2644,378
+,6012,4578,1268,6247,8346
+,8705,2054,9343,6772,5522
+,3533,9772,1368,2665,2532
+,536,7172,7319,9659,5096
+,1276,5495,8197,175,2525
+,5610,1600,540,6513,3557
+,7016,1801,1095,3561,4225
+,4356,7590,4471,3705,2731
+,5541,8082,7442,177,4921
+,8529,3108,3533,119,7778
+,8043,9665,5315,6338,6157
+,9039,2140,6651,5857,859
+,3271,2009,6194,8341,944
+,2911,2536,5148,808,3654
+,7886,517,7332,7300,631
+,4755,9867,2882,2331,9565
+,9808,3695,3635,1193,3975
+,8299,6010,1561,3149,4359
+,1194,260,7412,5717,7065
+,5638,6057,7371,1574,5993
+,9225,131,5450,6198,2945
+,7806,9859,9450,1275,2226
-,794,0,0,0,0
+,590,8406,4104,7779,4078
-,254,0,0,0,0
+,5034,4696,2016,5086,5190
+,2019,8347,5523,3005,6974
+,7976,9236,5926,7316,1327
+,7695,8252,6491,753,5804
+,2301,6983,7360,7653,8673
+,8030,9867,5770,1302,5407
+,1128,3175,8242,629,1160
+,7985,9879,8832,1739,5576
+,442,7746,7912,6230,2699
+,5712,7008,3475,4731,3053
+,6449,926,3666,5314,7354
+,1400,7593,160,7134,8096
+,3547,7469,3131,3860,2348
+,4465,1225,4156,2407,7468
+,5608,3919,5831,267,4485
+,1053,5387,2140,8353,1223
-,200,0,0,0,0
+,5390,3344,3410,4836,4477
+,3957,5048,4056,898,1293
+,2534,659,2926,8328,6854
+,5915,3016,7972,2474,9447
+,4466,4401,8808,5397,1110
+,6418,4364,2307,1528,3467
+,1070,6463,8739,6529,3726
+,847,9630,4013,7616,4346
+,3851,4264,87,4745,9950
+,8809,7626,560,5886,3965
+,3855,1271,437,5416,2118
+,194,6384,4733,5959,7274
+,872,2140,9771,4366,1475
+,9020,6667,8047,1960,5370
+,6650,2009,3146,2561,3692
+,8580,6266,8717,7255,9513
+,8327,8149,5024,8884,5849
+,8510,1180,6220,4830,2109
+,8781,8659,422,2264,2689
+,8860,8301,7750,9854,749
+,9703,7505,5207,6288,8768
+,3494,377,6508,4071,9281
+,8878,5518,6930,2298,179
+,6003,5858,2818,78,8224
+,1033,822,2352,7625,7680
+,1835,232,8470,3766,5861
+,7770,9180,9033,6720,2720
-,458,0,0,0,0
+,974,3230,2327,6876,4309
+,4297,9751,313,7649,6554
+,4784,996,7442,6389,3029
+,4421,8272,1580,1746,742
-,404,0,0,0,0
+,891,7360,1844,3323,6093
+,4736,7769,6168,2849,5694
+,4347,2343,3574,5337,8208
+,3327,2199,5409,9165,7943
+,4404,1467,7744,9697,1637
+,7617,3002,575,6513,8208
+,5744,7690,7359,1109,6543
+,3551,8131,8680,6316,6495
+,9012,829,373,74,2047
+,7702,4545,6546,7895,9706
+,1942,8640,4578,1700,9020
+,6468,2210,8655,9060,6080
-,341,0,0,0,0
+,4889,8769,2339,7653,9437
+,8915,1651,2844,2425,1622
+,2679,3654,831,6850,4999
+,9915,6669,6816,2227,2619
+,7736,4692,1587,7830,1379
+,7973,2926,9625,5793,545
+,953,3143,5650,1944,6548
+,2611,3712,3804,1843,9988
+,1719,5128,8635,3231,6366
+,5880,6948,9212,5366,4943
+,2423,382,8607,4614,3189
+,5995,8149,5516,8611,4565
+,6609,3866,8656,6638,2164
+,1347,7087,8053,656,3128
+,9727,3893,391,1467,4126
-,40,0,0,0,0
+,2185,3211,5504,3770,663
+,5133,8653,1931,7079,159
+,3712,4740,2493,2671,7641
+,6864,3091,7462,7305,8818
+,6059,6104,8420,7184,8925
+,8465,254,1353,4840,555
+,1934,351,3532,992,1861
+,169,780,1611,5638,3537
+,7255,8487,4700,428,8839
-,765,0,0,0,0
+,8008,7787,5017,5015,2543
+,3974,6178,8431,6702,8969
+,6593,5772,4431,8341,8173
+,6778,4149,4853,6823,4674
+,4870,9592,3671,6597,5976
+,2217,81,8018,9336,4700
+,7583,5853,2740,9284,6343
+,8593,9688,2256,3580,6879
+,9474,5777,6609,5172,62
+,2106,2646,7699,7175,5548
+,8474,9574,2570,8653,7731
+,7987,2088,5979,3393,3593
+,3168,9851,8015,9179,9811
+,1346,6622,4541,782,3327
-,972,0,0,0,0
+,9975,1706,6221,2712,6113
+,9235,1527,9364,7439,2568
+,1199,7446,3529,2133,2648
+,2417,3619,4239,5816,7640
+,3308,7074,9841,5621,1919
+,1992,7404,5059,5040,45
-,776,0,0,0,0
+,4743,2203,4863,6404,7749
-,143,0,0,0,0
+,8589,7526,5276,8238,7996
+,453,2832,5597,8984,4288
+,9646,2769,7186,7292,9207
+,9222,1766,1999,2242,7923
-,773,0,0,0,0
+,4553,4368,2636,1112,3839
-,75,0,0,0,0
+,5792,3814,8063,5120,3447
-,673,0,0,0,0
+,510,191,1906,2800,2258
+,8111,2913,7259,3122,152
-,517,0,0,0,0
+,4957,8098,332,4923,4069
+,4106,8017,4407,9068,3258
+,9702,4785,7257,3533,5837
+,3982,6534,4851,9071,5670
+,6166,8178,8115,4915,5531
-,465,0,0,0,0
+,2609,8112,859,4495,1330
+,4934,2261,3589,4952,8054
+,8287,4390,2641,2817,6802
-,826,0,0,0,0
+,713,9337,5961,2334,791
+,968,9440,8818,770,3025
-,822,0,0,0,0
+,5588,8368,6817,5137,4204
+,1387,4104,1937,7315,1962
-,758,0,0,0,0
+,5672,7608,4839,6666,4850
+,6130,1000,5296,994,8671
+,1044,2232,1039,5309,6868
+,1710,5328,5153,8023,1773
+,8347,5000,5839,8587,3322
+,107,1720,9831,3362,1282
+,4640,2206,2455,638,6266
+,1756,764,7776,2216,3867
+,4852,5104,6729,3657,6260
+,5406,6223,7919,1209,1536
-,232,0,0,0,0
+,2932,8778,3146,4643,3349
-,924,0,0,0,0
-,840,0,0,0,0
+,9475,3252,4338,4870,2676
+,445,2337,1928,228,2747
-,819,0,0,0,0
+,5611,1344,1421,5831,8051
+,2553,4000,8683,3381,1181
+,6306,6532,9137,6889,6269
+,9117,5870,3684,978,4491
+,8114,7407,6606,1971,2369
+,7447,521,9767,7840,1836
+,2077,4169,91,4539,3621
+,1765,571,8780,4433,9711
+,7460,8897,9771,7330,2640
+,3418,1382,820,5045,4624
-,47,0,0,0,0
+,5299,1333,9999,5741,2804
-,823,0,0,0,0
+,5207,4384,985,8517,2460
+,4286,5838,3022,2053,2019
-,147,0,0,0,0
+,3134,9027,2106,5156,7316
+,1806,7604,6320,8913,895
+,6281,5115,8461,1542,7556
+,187,4017,6849,9131,7922
+,6642,4944,1515,72,2493
-,314,0,0,0,0
+,3248,7572,6554,6761,893
+,7395,4836,4881,1354,4936
-,446,0,0,0,0
+,6816,9811,7361,2016,3236
+,9818,4638,7327,6427,4635
+,8720,3272,7328,4424,7239
+,3250,5302,3214,5693,1896
+,2796,5633,4909,7533,6805
+,9093,521,9789,9183,1122
+,1675,8945,4403,8145,8264
+,3874,668,3276,9800,8423
+,1124,8681,8027,5090,4295
+,5740,3517,89,8656,6112
+,5657,5311,6097,890,2066
+,7206,6114,5136,3943,9877
+,9282,9728,1310,9141,1739
+,7883,4392,2574,7407,4856
+,3882,2302,6632,8728,8985
+,3097,8995,7824,6071,5565
+,4345,4661,8760,2193,8324
+,7074,8884,5948,4073,7508
+,1154,1777,84,7459,7270
+,2291,8850,8291,7800,9286
+,3916,5842,2569,3627,924
+,7102,8547,8134,4537,3213
+,2212,4981,7437,4378,574
+,9781,848,3740,5494,5771
+,9498,323,5617,5375,4209
+,625,525,4816,3812,910
+,6123,2749,6210,6352,8733
+,816,6857,7227,8915,1263
+,6480,5720,9720,7593,8953
-,917,0,0,0,0
+,1023,8887,4812,3642,3860
+,3135,6765,2133,3904,3911
+,2837,5254,5387,7010,5794
+,659,2877,1288,1606,9184
+,3265,152,3638,1084,6501
+,5139,7575,8374,6055,1201
+,8780,7980,140,5732,8903
+,7091,6793,6592,393,2345
+,8567,3282,6881,9910,2240
+,4561,6990,4772,3570,7514
+,9491,7936,7330,3478,8558
+,3788,178,8044,8816,8911
+,186,6162,4140,613,4841
+,6581,6097,593,2896,1669
+,6753,5202,9659,4451,4885
+,8170,9579,4667,7793,3249
+,2646,8531,9866,8649,2406
+,1704,7560,1394,6336,9899
+,7861,8542,9372,3756,1919
+,2368,2410,4345,8520,7033
+,5769,1612,4305,4089,4293
+,3990,3872,9525,1082,6865
+,3179,5062,3367,9440,2481
+,2673,5901,6550,8302,1707
+,84,1604,9799,2810,1366
+,3060,7488,6068,1038,1595
+,9876,9807,6800,758,1514
+,1936,7169,5661,9708,2749
-,751,0,0,0,0
+,7822,3223,9103,6920,5974
+,1623,5859,5441,6675,9342
+,4015,8359,2270,9468,1817
+,4092,1657,6935,6713,7331
+,5022,41,8993,3007,9866
-,647,0,0,0,0
-,274,0,0,0,0
+,7843,9912,2941,1247,2339
+,3664,3956,4253,9371,9963
+,4764,5256,7754,8764,2973
+,1308,3617,7619,1141,5579
+,9252,964,7714,6097,51
+,4165,8782,2322,8560,1959
+,307,3915,6026,3168,2808
+,1343,5815,3569,8911,7953
+,9400,8263,4672,6272,1785
+,5801,1726,2947,3387,8988
+,1485,3051,9069,7631,7143
+,1685,8735,9639,9103,9995
+,676,3358,2869,3520,1993
+,4910,3146,1669,7685,7848
+,3507,3603,201,9427,8994
+,570,1387,8361,325,2256
+,4946,2045,4665,4720,8462
+,2743,3809,669,9395,1934
+,3478,1366,7068,3790,5943
+,3914,5192,7874,8267,7360
+,9190,5061,1329,9358,4905
+,692,9518,4350,8400,2791
+,43,282,2395,8940,2014
+,3412,5845,3744,6201,8887
+,5662,6287,6244,4076,7794
+,4831,6797,2756,1109,9271
+,9364,4722,7416,5432,5869
+,8966,3487,6699,2668,2648
+,5454,8229,3073,4251,1116
+,2160,9172,5893,9261,8816
+,3713,2801,1772,3138,5501
+,2438,4514,2673,5471,5380
+,1546,5469,7550,1732,2150
+,6524,187,6411,3622,3228
+,9172,4432,2584,5522,3396
+,7854,456,1060,388,4904
+,8958,7053,8363,2103,1746
+,2936,1943,4133,4629,7839
+,8569,2468,6641,5746,9007
+,8298,3768,9353,985,3382
+,3106,7311,695,7830,8998
+,2712,7655,718,8534,8254
+,3232,9615,2164,6124,8593
+,2726,2894,5769,6423,7802
+,5728,7229,3891,4393,5909
+,249,2669,6915,9293,5345
+,799,3892,1886,9001,3914
+,3942,3234,6094,5619,1682
+,3363,890,1245,8689,8974
+,3866,7295,9592,9432,9121
+,3699,2488,7518,8356,531
+,9681,6714,135,6415,598
+,2064,6676,5447,1445,3597
+,2931,106,6081,764,8174
+,5469,4025,6109,3177,7733
+,3340,5732,2274,7087,2779
-,286,0,0,0,0
+,6021,1696,1677,8872,7001
+,645,1596,7151,7460,9631
+,5341,2048,1236,5570,2002
-,723,0,0,0,0
+,3731,7668,6291,239,4233
+,4444,8750,5420,662,2825
+,2844,4953,6933,7054,7172
+,9164,6746,8867,60,8907
-,791,0,0,0,0
+,6205,4850,3738,282,6008
+,1569,888,6150,353,6664
+,1293,3651,9621,4286,6426
+,1425,1884,9207,5237,5533
+,5815,6988,6689,4347,8057
+,5743,2279,8198,8943,8621
+,8398,7253,110,835,4638
+,4734,5616,3755,2240,6596
+,3008,4342,8706,7889,3816
+,697,3995,8362,3452,3532
+,3454,2211,6256,4009,1887
+,3627,7973,3266,6925,853
+,2565,9621,9968,4160,9575
+,9922,7100,636,5927,5070
+,1822,235,9130,6596,2929
+,1779,8124,6194,3707,4916
+,7733,3751,8071,6172,8679
+,1708,1700,267,632,9339
+,7966,3042,7408,2492,3388
+,6964,4952,1089,1300,1281
+,9356,6340,1588,1759,9230
+,3151,6613,4093,7106,8580
+,3346,6663,2452,9496,5326
+,4491,3147,2211,5625,215
+,1576,7449,9956,464,9582
+,8431,8377,8008,4161,2248
+,4242,9543,6434,274,7403
+,9086,2967,6624,3064,6855
+,4871,6270,1725,6102,5233
+,6838,7832,5620,9643,3183
+,4282,6412,1542,8313,98
+,7518,9977,9056,1562,7343
+,7769,8399,5957,4102,7911
+,1923,8280,93,812,6151
+,7134,4936,9906,5986,5121
+,4007,5575,2081,6476,3638
+,1137,955,5889,5296,7656
+,6925,6496,6446,1625,781
+,1543,664,8914,7529,4672
+,9110,593,3850,842,7542
+,4519,7567,4919,2698,6038
+,1363,5241,8448,6417,2687
+,7324,9355,6240,5457,2481
+,8562,82,8100,9664,4644
-,766,0,0,0,0
+,6262,7915,8922,2441,8860
+,9338,1000,1475,5151,3872
+,1692,4447,6715,9321,8590
+,1578,6399,7199,5540,922
+,746,9339,9350,7552,1187
-,942,0,0,0,0
+,7386,1466,5233,876,6081
+,2182,8361,9734,8448,2747
+,5946,943,8474,7412,6270
+,7214,1871,278,7989,9403
+,181,6304,5924,1661,8677
+,9046,1684,2950,6080,8918
+,7067,6998,627,758,8279
+,3576,2524,4940,9235,2216
+,9329,454,9358,4623,1767
+,8185,6486,1186,9432,8564
+,3810,8235,252,7073,4956
+,9888,4565,3228,8018,2598
+,6863,5779,6696,9759,8421
+,7911,2862,5436,263,1855
+,8458,8672,8514,4604,1573
+,9048,3425,4958,4579,2210
+,7157,2986,9579,5137,4452
+,5886,1004,5137,2705,8989
-,349,0,0,0,0
+,9581,1053,155,4390,7626
+,5538,5260,6754,4814,369
+,9877,9563,8441,2084,7128
+,9035,3221,1411,8362,2979
+,2000,9585,4107,2417,2337
+,8652,3351,5962,1825,6524
+,2390,3871,5090,9879,3830
+,8192,5438,7007,1113,7180
+,4098,1497,1652,5313,6492
+,8079,2731,3779,7828,7180
+,6575,120,8484,1468,4477
+,7857,9716,1330,1022,2068
+,9950,9681,5048,8475,9319
+,7277,2345,986,9075,1084
+,8504,9167,2840,8800,5514
+,4321,5094,9123,2009,5616
+,3358,7342,6756,758,9429
+,3636,1167,7225,9441,7015
+,2907,568,2920,840,7178
+,2388,7938,6171,7159,9484
+,996,979,8865,7028,5434
+,379,2351,9022,4323,985
+,8804,1682,2460,2374,9602
+,6359,1214,4151,9234,6480
+,9627,8881,9407,4123,4070
+,4702,9984,6994,7896,7644
+,1879,9212,7776,5325,4211
-,396,0,0,0,0
+,2935,6426,489,8722,4070
+,763,8972,2191,8200,7536
-,308,0,0,0,0
+,9389,1107,953,7305,3521
+,4223,5941,9577,9142,5685
+,9862,53,7402,469,6389
+,7809,2527,9601,5904,6388
+,641,9938,9220,9458,514
+,1886,3063,1230,4645,8655
+,2583,233,2636,6149,8914
+,4905,8372,4573,3163,7870
+,1855,5265,5101,4238,5293
+,9196,7087,3511,2319,8141
+,8456,7936,8274,2608,6516
+,1770,8693,928,1986,4223
+,6324,4533,3251,1794,4768
+,4728,9064,2017,8076,9451
+,8542,7032,5068,3208,9057
+,5931,6767,6407,2496,3467
+,2529,2888,6602,5597,1090
+,7432,1266,1166,9954,1734
+,3746,2176,1336,6932,2664
+,6447,1584,6474,1929,1111
+,1010,4926,5950,1900,1774
+,1296,9204,2917,9239,7232
+,7774,2124,1496,3355,8021
+,8381,7977,6451,6010,7608
+,9499,2010,5896,7147,7265
+,7730,9061,1264,5807,8404
-,68,0,0,0,0
+,4720,8765,2176,14,4726
-,898,0,0,0,0
+,42,3252,1211,2126,3251
+,3774,321,1383,4612,7982
+,6546,4344,5121,8001,6932
+,4128,4491,7821,3355,1735
+,7019,3390,9055,9281,6394
+,9419,1075,9818,8462,307
+,8644,1123,260,4210,3342
+,4765,1494,5329,809,9671
+,8986,7442,3071,6103,331
+,9716,5014,9761,1403,3336
+,5342,4121,3701,1654,3314
-,97,0,0,0,0
+,8485,2237,8614,2198,1242
+,5688,3026,6763,5635,2546
-,554,0,0,0,0
+,7972,722,725,2801,146
+,621,3969,9593,163,116
+,963,5588,491,8460,9309
+,4525,5812,7775,1710,4809
+,7342,3144,4249,5212,5029
+,4162,5404,9758,3539,4574
+,6440,9024,4987,2708,8407
+,3150,6855,4914,9064,1311
+,2371,6068,1728,8707,7410
+,4716,6435,8355,9772,6334
+,6936,1700,5715,540,66
+,7538,923,295,8034,7031
+,83,1969,6163,1397,9430
+,4948,6487,5429,1457,5610
+,1091,3126,5150,4970,3618
+,8091,6790,747,6474,9591
+,9977,8975,3466,7813,3215
+,7401,9093,6451,961,4005
+,7456,2983,7765,9937,8843
+,2496,998,1098,690,5418
-,111,0,0,0,0
+,8588,8192,2064,7723,6234
+,9369,1099,8858,6365,881
-,566,0,0,0,0
+,8145,397,7019,5782,3155
-,844,0,0,0,0
+,3579,6303,6223,6378,8758
-,549,0,0,0,0
+,3166,8691,6374,4526,9622
+,4672,2062,6741,4811,6312
+,8191,9397,5876,2965,185
+,4893,817,8356,2891,5657
+,1142,1041,4089,9346,2380
+,4732,4661,4993,1564,3321
+,3663,5209,9054,396,2729
+,5145,9706,2671,9632,7068
-,481,0,0,0,0
-,927,0,0,0,0
+,4440,4148,2841,6496,6982
+,2076,4596,8602,4778,9186
-,397,0,0,0,0
+,2451,8816,7165,4704,2643
-,629,0,0,0,0
+,112,1625,3509,9762,9504
+,6748,1312,5863,3940,9184
+,2439,944,527,5001,3619
+,848,7675,1920,3457,7329
-,689,0,0,0,0
+,2638,6429,8378,7955,9121
-,989,0,0,0,0
+,3734,9629,9,5543,4876
+,5911,6854,7889,9801,661
+,3255,9156,5620,439,2233
+,6143,3615,2006,848,9813
+,2676,9985,2396,8892,6055
+,4054,7748,1605,9908,3405
+,5813,686,1568,4756,348
+,7543,5705,6280,9742,6741
+,1745,8081,5086,2355,5483
+,1051,8911,8062,550,3099
+,3451,9386,881,1286,2564
-,594,0,0,0,0
+,1985,7310,5985,3292,1502
+,8796,8652,8645,5928,1119
+,8678,7657,7606,764,2615
+,6017,5993,231,6267,4097
+,846,654,9455,7797,9582
+,5016,6745,4717,1034,404
+,6962,6449,3354,8216,5145
+,8230,7860,2343,9795,35
+,5074,5164,6822,4133,3729
+,9393,4858,2340,3188,677
+,1329,3138,6780,1244,4832
+,4865,1945,4847,1131,2848
+,8011,9984,371,4725,3872
+,9380,776,9739,8278,4485
+,6024,864,7484,7315,3151
+,7851,8948,497,4130,1427
+,4570,1283,7522,2891,6240
+,3026,7689,5579,3199,877
+,1357,6405,2597,7860,9883
+,9421,5232,9798,4663,3766
+,3665,4108,3759,3408,2395
+,427,9047,3548,9324,8179
+,5983,3011,7280,4301,610
+,9868,6144,4546,7099,3826
+,3396,8697,5785,4229,9842
+,4035,6301,6825,4246,770
+,5789,6274,6815,6346,6975
+,6556,529,1755,3768,5363
+,7488,8058,1793,1908,7297
+,5278,7905,7833,29,247
+,9826,6900,5586,72,6519
+,708,5508,9904,7046,3954
+,3349,534,1894,5451,5228
+,6767,414,1025,8691,4236
+,6127,8275,2703,80,521
+,7411,5776,8634,7208,7954
+,1898,6945,1292,9446,455
+,823,8915,4,5211,2099
+,6335,9164,4833,7546,4625
+,4669,2128,7182,4644,2154
-,28,0,0,0,0
+,2088,5391,9913,9299,34
+,4141,690,9174,2488,8474
+,7059,4649,1442,3595,7850
+,6329,720,5039,8118,4851
+,8791,7301,7416,7812,1891
+,5547,9715,5733,9022,6085
+,361,8943,584,4427,846
+,2195,3775,6547,7522,3694
+,206,9762,5779,4876,2255
+,7032,6506,9591,5708,1727
+,6456,1521,3855,203,2895
+,7275,6188,7333,8731,5576
+,819,5829,9738,5648,8378
+,8355,8813,4890,1382,9173
+,7278,9766,2676,6650,3082
+,3875,5726,1272,3347,2646
+,5107,1934,4227,2799,2339
+,1382,2906,9646,9360,1166
+,5350,9811,472,584,5253
+,862,7689,6501,3644,3286
+,920,1323,8031,6674,1552
+,4175,2210,8791,6948,1092
-,353,0,0,0,0
+,1005,5751,7541,2260,8464
+,5224,7285,5267,3578,6242
+,9075,753,3139,1046,979
+,3787,1403,2462,1961,7666
+,5171,6056,7168,1098,503
-,333,0,0,0,0
+,8061,737,5408,347,8172
+,410,6095,1311,9065,5357
+,6453,6902,3525,8522,4456
+,7531,2292,4972,509,877
+,3821,3633,9209,6581,9447
+,754,7788,7492,6114,81
+,6793,4765,1393,5774,9169
+,7060,992,5329,5186,1012
+,3502,7508,3411,4705,9746
+,5343,3510,5335,9816,4818
-,465,0,0,0,0
+,2870,1083,6722,3414,643
+,8797,6662,2344,6378,4481
+,5606,8070,4329,8042,9875
+,9352,5165,8404,5411,6155
-,175,0,0,0,0
+,9241,4818,9818,1368,5056
+,3435,7432,3017,3283,2077
-,437,0,0,0,0
+,1360,7150,5732,8622,6539
+,6819,1700,440,190,1333
+,1227,1865,8052,3839,8448
+,1235,7777,3580,2979,94
+,4619,3886,4961,4534,8628
+,2168,9036,3669,2025,3273
+,4392,372,3541,999,7963
+,4419,3218,8172,101,2780
+,6903,5647,919,2994,9930
+,7153,9001,7322,880,3006
-,588,0,0,0,0
+,4264,4107,4791,5524,8905
+,436,2990,1650,7853,9380
+,5217,3703,9435,402,1678
+,9336,3151,6158,2405,144
+,1038,7970,334,9931,6278
+,6253,4047,4233,6797,5678
+,9493,1839,115,8490,6311
+,4302,5941,9700,775,2576
+,5370,9092,7294,9270,9200
+,2398,1473,9781,4426,3682
-,390,0,0,0,0
+,6696,5684,9494,1032,6954
+,4930,7425,1194,2381,435
+,46,7156,1103,9929,9483
+,1196,7178,2585,6415,5704
+,1264,77,7418,9674,8586
+,95,5076,7814,4347,216
+,5506,541,583,5049,437
+,5895,2060,9138,6929,8391
+,477,1723,442,7049,5350
+,9970,1492,1680,9709,5210
+,7660,8085,5616,8058,6912
+,1995,1757,460,1762,6312
+,7778,312,5544,9623,6788
+,9759,5318,3992,7225,7656
-,194,0,0,0,0
+,6959,4440,8325,845,8738
+,8462,9350,2143,3523,5746
+,618,1574,3823,4851,2365
+,5302,3998,6272,1286,3789
+,4080,5605,3847,8371,8608
+,8938,3333,1358,3208,6044
+,9128,857,1603,2019,5556
+,6309,9831,1349,1720,7807
+,4679,4558,4071,522,4987
+,5144,8490,7410,3174,3393
+,7038,4839,2110,9885,3500
+,9533,463,7093,6302,8773
+,9649,8572,3572,2867,8555
